,participant,session,order,start,end,start_hms,end_hms,place,activity
506,16,new,88,2296,2306,38M 16S,38M 26S,,
507,16,new,123,2476,2484,41M 16S,41M 24S,,
508,16,new,134,2526,2542,42M 6S,42M 22S,,
509,16,new,204,3128,3130,52M 8S,52M 10S,,
510,17,new,23,186,196,3M 6S,3M 16S,,
511,17,new,32,268,540,4M 28S,9M 0S,,
512,17,new,39,582,936,9M 42S,15M 36S,,
513,17,new,46,944,964,15M 44S,16M 4S,,
514,17,new,58,1052,1186,17M 32S,19M 46S,,
515,17,new,62,1198,1432,19M 58S,23M 52S,,
516,17,new,78,1546,1558,25M 46S,25M 58S,,
517,17,new,87,1598,1676,26M 38S,27M 56S,,
518,17,new,96,1742,1808,29M 2S,30M 8S,,
519,17,new,182,2362,2486,39M 22S,41M 26S,,
520,17,new,189,2518,2562,41M 58S,42M 42S,,
521,17,new,206,2790,2816,46M 30S,46M 56S,,
522,17,new,207,2818,2844,46M 58S,47M 24S,,
523,17,new,209,2848,2852,47M 28S,47M 32S,,
524,17,new,210,2856,2862,47M 36S,47M 42S,,
525,17,new,390,4420,4436,1H 13M 40S,1H 13M 56S,,
526,17,new,411,4610,4616,1H 16M 50S,1H 16M 56S,,
527,18,new,59,384,400,6M 24S,6M 40S,,
528,18,new,87,512,524,8M 32S,8M 44S,,
529,18,new,122,760,772,12M 40S,12M 52S,,
530,18,new,124,770,772,12M 50S,12M 52S,,
531,18,new,128,786,802,13M 6S,13M 22S,,
532,18,new,134,834,848,13M 54S,14M 8S,,
533,18,new,160,1010,1018,16M 50S,16M 58S,,
534,18,new,183,1068,1088,17M 48S,18M 8S,,
535,18,new,200,1144,1146,19M 4S,19M 6S,,
536,18,new,279,1624,1664,27M 4S,27M 44S,,
537,18,new,293,1686,1706,28M 6S,28M 26S,,
538,18,new,485,2394,2400,39M 54S,40M 0S,,
539,18,new,566,2854,2862,47M 34S,47M 42S,,
540,19,new,45,380,400,6M 20S,6M 40S,,
541,19,new,51,428,492,7M 8S,8M 12S,,
542,19,new,56,502,532,8M 22S,8M 52S,,
543,19,new,74,664,674,11M 4S,11M 14S,,
544,19,new,79,688,690,11M 28S,11M 30S,,
545,19,new,84,720,730,12M 0S,12M 10S,,
546,19,new,385,3570,3632,59M 30S,1H 0M 32S,,
547,20,new,166,4476,4488,1H 14M 36S,1H 14M 48S,,
