,participant,session,order,start,end,start_hms,end_hms,place,activity
691,13,new,622,2340,2350,39M 0S,39M 10S,,
692,13,new,630,2360,2364,39M 20S,39M 24S,,
693,13,new,642,2382,2392,39M 42S,39M 52S,,
694,13,new,646,2394,2418,39M 54S,40M 18S,,
695,13,new,651,2424,2426,40M 24S,40M 26S,,
696,13,new,676,2508,2526,41M 48S,42M 6S,,
697,13,new,688,2548,2556,42M 28S,42M 36S,,
698,13,new,696,2570,2588,42M 50S,43M 8S,,
699,13,new,700,2592,2596,43M 12S,43M 16S,,
700,13,new,707,2620,2638,43M 40S,43M 58S,,
701,13,new,709,2640,2646,44M 0S,44M 6S,,
702,13,new,718,2674,2680,44M 34S,44M 40S,,
703,13,new,732,2716,2720,45M 16S,45M 20S,,
704,13,new,735,2720,2724,45M 20S,45M 24S,,
705,13,new,739,2730,2738,45M 30S,45M 38S,,
706,13,new,749,2774,2780,46M 14S,46M 20S,,
707,13,new,762,2810,2816,46M 50S,46M 56S,,
708,13,new,770,2830,2832,47M 10S,47M 12S,,
709,13,new,792,3042,3048,50M 42S,50M 48S,,
710,13,new,800,3060,3066,51M 0S,51M 6S,,
711,13,new,803,3066,3070,51M 6S,51M 10S,,
712,13,new,804,3070,3080,51M 10S,51M 20S,,
713,13,new,808,3084,3124,51M 24S,52M 4S,,
714,13,new,809,3090,3114,51M 30S,51M 54S,,
715,13,new,810,3114,3126,51M 54S,52M 6S,,
716,13,new,811,3126,3138,52M 6S,52M 18S,,
717,13,new,812,3138,3186,52M 18S,53M 6S,,
718,13,new,813,3186,3188,53M 6S,53M 8S,,
719,14,new,24,166,174,2M 46S,2M 54S,,
720,14,new,94,606,608,10M 6S,10M 8S,,
721,14,new,98,618,622,10M 18S,10M 22S,,
722,14,new,105,642,644,10M 42S,10M 44S,,
723,14,new,138,860,862,14M 20S,14M 22S,,
724,14,new,184,1288,1292,21M 28S,21M 32S,,
725,14,new,189,1308,1318,21M 48S,21M 58S,,
726,14,new,198,1428,1430,23M 48S,23M 50S,,
727,14,new,220,1606,1620,26M 46S,27M 0S,,
728,14,new,265,1894,1926,31M 34S,32M 6S,,
729,14,new,269,1940,1964,32M 20S,32M 44S,,
730,14,new,274,1970,1992,32M 50S,33M 12S,,
731,14,new,280,1996,2010,33M 16S,33M 30S,,
732,14,new,282,2012,2020,33M 32S,33M 40S,,
733,14,new,289,2250,2270,37M 30S,37M 50S,,
734,14,new,296,2374,2386,39M 34S,39M 46S,,
735,14,new,300,2500,2538,41M 40S,42M 18S,,
736,14,new,308,2550,2670,42M 30S,44M 30S,,
737,14,new,315,2708,2712,45M 8S,45M 12S,,
738,14,new,320,2716,2740,45M 16S,45M 40S,,
739,14,new,325,2800,2802,46M 40S,46M 42S,,
740,14,new,332,2810,2812,46M 50S,46M 52S,,
741,14,new,336,2820,2824,47M 0S,47M 4S,,
742,14,new,340,2832,2858,47M 12S,47M 38S,,
743,14,new,353,2940,2948,49M 0S,49M 8S,,
744,14,new,357,2950,2958,49M 10S,49M 18S,,
745,14,new,360,2960,2970,49M 20S,49M 30S,,
746,14,new,376,3042,3050,50M 42S,50M 50S,,
747,14,new,381,3070,3074,51M 10S,51M 14S,,
748,14,new,386,3082,3090,51M 22S,51M 30S,,
749,14,new,390,3098,3100,51M 38S,51M 40S,,
750,14,new,403,3182,3184,53M 2S,53M 4S,,
751,14,new,410,3384,3388,56M 24S,56M 28S,,
752,14,new,415,3392,3414,56M 32S,56M 54S,,
753,14,new,419,3430,3434,57M 10S,57M 14S,,
754,15,new,3,58,60,58S,1M 0S,,
755,15,new,30,196,202,3M 16S,3M 22S,,
756,15,new,36,212,218,3M 32S,3M 38S,,
757,15,new,39,220,224,3M 40S,3M 44S,,
758,15,new,42,228,230,3M 48S,3M 50S,,
759,15,new,45,236,238,3M 56S,3M 58S,,
760,15,new,52,278,280,4M 38S,4M 40S,,
761,15,new,60,302,304,5M 2S,5M 4S,,
762,15,new,62,308,312,5M 8S,5M 12S,,
763,15,new,69,346,348,5M 46S,5M 48S,,
764,15,new,89,524,524,8M 44S,8M 44S,,
765,15,new,153,950,952,15M 50S,15M 52S,,
766,15,new,157,964,978,16M 4S,16M 18S,,
767,15,new,161,986,988,16M 26S,16M 28S,,
768,15,new,168,1006,1016,16M 46S,16M 56S,,
769,15,new,174,1056,1060,17M 36S,17M 40S,,
770,15,new,176,1062,1064,17M 42S,17M 44S,,
771,15,new,181,1078,1080,17M 58S,18M 0S,,
772,15,new,186,1092,1100,18M 12S,18M 20S,,
773,15,new,211,1262,1264,21M 2S,21M 4S,,
774,15,new,227,1332,1348,22M 12S,22M 28S,,
775,15,new,277,1704,1708,28M 24S,28M 28S,,
776,15,new,303,1906,1908,31M 46S,31M 48S,,
777,15,new,312,1938,1942,32M 18S,32M 22S,,
778,15,new,317,1946,1948,32M 26S,32M 28S,,
779,15,new,348,2170,2176,36M 10S,36M 16S,,
780,15,new,359,2226,2260,37M 6S,37M 40S,,
781,15,new,369,2306,2308,38M 26S,38M 28S,,
782,15,new,372,2308,2320,38M 28S,38M 40S,,
783,15,new,378,2334,2336,38M 54S,38M 56S,,
784,15,new,380,2336,2338,38M 56S,38M 58S,,
785,15,new,417,2612,2624,43M 32S,43M 44S,,
786,15,new,424,2634,2646,43M 54S,44M 6S,,
787,15,new,425,2650,2652,44M 10S,44M 12S,,
788,15,new,430,2670,2672,44M 30S,44M 32S,,
789,15,new,433,2676,2714,44M 36S,45M 14S,,
790,17,new,2,4,12,4S,12S,,
791,17,new,54,1034,1040,17M 14S,17M 20S,,
792,17,new,74,1496,1498,24M 56S,24M 58S,,
793,17,new,375,4346,4362,1H 12M 26S,1H 12M 42S,,
794,17,new,409,4600,4602,1H 16M 40S,1H 16M 42S,,
795,17,new,412,4618,4632,1H 16M 58S,1H 17M 12S,,
796,17,new,416,4640,4642,1H 17M 20S,1H 17M 22S,,
797,17,new,418,4656,4658,1H 17M 36S,1H 17M 38S,,
798,17,new,505,5138,5140,1H 25M 38S,1H 25M 40S,,
799,17,new,512,5164,5168,1H 26M 4S,1H 26M 8S,,
800,17,new,538,5362,5374,1H 29M 22S,1H 29M 34S,,
801,18,new,49,324,348,5M 24S,5M 48S,,
802,18,new,56,362,364,6M 2S,6M 4S,,
803,18,new,76,448,454,7M 28S,7M 34S,,
804,18,new,98,594,596,9M 54S,9M 56S,,
805,18,new,102,612,614,10M 12S,10M 14S,,
806,18,new,132,814,820,13M 34S,13M 40S,,
807,18,new,154,984,1004,16M 24S,16M 44S,,
808,18,new,162,1012,1018,16M 52S,16M 58S,,
809,18,new,179,1054,1076,17M 34S,17M 56S,,
810,18,new,193,1122,1140,18M 42S,19M 0S,,
811,18,new,199,1142,1144,19M 2S,19M 4S,,
812,18,new,220,1270,1284,21M 10S,21M 24S,,
813,18,new,236,1360,1376,22M 40S,22M 56S,,
814,18,new,297,1692,1704,28M 12S,28M 24S,,
815,18,new,304,1712,1716,28M 32S,28M 36S,,
816,18,new,320,1764,1770,29M 24S,29M 30S,,
817,18,new,330,1782,1788,29M 42S,29M 48S,,
818,18,new,348,1830,1834,30M 30S,30M 34S,,
819,18,new,351,1836,1840,30M 36S,30M 40S,,
820,18,new,355,1842,1846,30M 42S,30M 46S,,
821,18,new,368,1876,1880,31M 16S,31M 20S,,
822,18,new,382,1952,1960,32M 32S,32M 40S,,
823,18,new,386,1978,1984,32M 58S,33M 4S,,
824,18,new,396,2040,2050,34M 0S,34M 10S,,
825,18,new,398,2062,2064,34M 22S,34M 24S,,
826,18,new,401,2092,2096,34M 52S,34M 56S,,
827,18,new,410,2108,2126,35M 8S,35M 26S,,
828,18,new,416,2162,2168,36M 2S,36M 8S,,
829,18,new,423,2172,2174,36M 12S,36M 14S,,
830,18,new,425,2182,2186,36M 22S,36M 26S,,
831,18,new,433,2202,2206,36M 42S,36M 46S,,
832,18,new,438,2216,2218,36M 56S,36M 58S,,
833,18,new,443,2232,2238,37M 12S,37M 18S,,
834,18,new,451,2288,2302,38M 8S,38M 22S,,
835,18,new,507,2444,2446,40M 44S,40M 46S,,
836,18,new,528,2612,2614,43M 32S,43M 34S,,
837,18,new,615,3200,3266,53M 20S,54M 26S,,
838,18,new,742,4278,4298,1H 11M 18S,1H 11M 38S,,
839,18,new,782,4590,4624,1H 16M 30S,1H 17M 4S,,
840,18,new,788,4636,4678,1H 17M 16S,1H 17M 58S,,
841,18,new,796,4712,4714,1H 18M 32S,1H 18M 34S,,
842,18,new,798,4714,4720,1H 18M 34S,1H 18M 40S,,
843,18,new,801,4720,4738,1H 18M 40S,1H 18M 58S,,
844,18,new,803,4722,4726,1H 18M 42S,1H 18M 46S,,
845,19,new,204,1634,1650,27M 14S,27M 30S,,
846,20,new,29,3630,3632,1H 0M 30S,1H 0M 32S,,
847,20,new,60,3770,3774,1H 2M 50S,1H 2M 54S,,
848,20,new,72,3870,3872,1H 4M 30S,1H 4M 32S,,
849,20,new,90,3966,3968,1H 6M 6S,1H 6M 8S,,
850,20,new,95,3986,3988,1H 6M 26S,1H 6M 28S,,
851,20,new,101,4024,4026,1H 7M 4S,1H 7M 6S,,
852,20,new,112,4094,4096,1H 8M 14S,1H 8M 16S,,
853,20,new,118,4116,4120,1H 8M 36S,1H 8M 40S,,
854,20,new,123,4130,4194,1H 8M 50S,1H 9M 54S,,
